model,model_type,pair_id,category,phenomenon,good_sentence,bad_sentence,good_score,bad_score,score_difference,correct,time_taken
llama3.1:8b,mlm,596,island_effects,adjunct_island,Who has Jodi criticized after hiding Paula?,Who has Jodi criticized Paula after hiding?,0.5,0.5,0.0,False,0.7723078727722168
llama3.1:8b,mlm,597,island_effects,adjunct_island,What had Ronald driven to while concealing art galleries?,What had Ronald driven to art galleries while concealing?,0.5,-1.5,2.0,True,0.9034786224365234
llama3.1:8b,mlm,598,island_effects,adjunct_island,Who would some newspaper article disagree with without stunning Stacey?,Who would some newspaper article disagree with Stacey without stunning?,-1.5,-1.5,0.0,False,0.7734999656677246
llama3.1:8b,mlm,599,island_effects,adjunct_island,Who was Sandra leaving while discussing Lisa?,Who was Sandra leaving Lisa while discussing?,0.5,0.5,0.0,False,0.7654750347137451
llama3.1:8b,mlm,600,island_effects,adjunct_island,Who was every school firing before boasting about Steve?,Who was every school firing Steve before boasting about?,-1.5,-1.5,0.0,False,0.7651309967041016
llama3.1:8b,mlm,601,island_effects,adjunct_island,Who were some pedestrians observing before describing those guests?,Who were some pedestrians observing those guests before describing?,0.5,-1.5,2.0,True,0.7710011005401611
llama3.1:8b,mlm,602,island_effects,adjunct_island,What had every sketch resembled before looking like some sketch?,What had every sketch resembled some sketch before looking like?,-1.5,-1.5,0.0,False,0.7541029453277588
llama3.1:8b,mlm,603,island_effects,adjunct_island,Who was the person bothering before observing Helen?,Who was the person bothering Helen before observing?,0.5,0.5,0.0,False,0.7751319408416748
llama3.1:8b,mlm,604,island_effects,adjunct_island,Who had this book astounded without distracting Beth?,Who had this book astounded Beth without distracting?,-1.5,0.5,-2.0,False,0.7698550224304199
llama3.1:8b,mlm,605,island_effects,adjunct_island,Who was every adult visiting while disgusting Monica?,Who was every adult visiting Monica while disgusting?,-1.5,-1.5,0.0,False,0.7707040309906006
llama3.1:8b,mlm,606,island_effects,adjunct_island,What had Alan messed up while discussing this school?,What had Alan messed up this school while discussing?,1.5,-1.5,3.0,True,0.7690098285675049
llama3.1:8b,mlm,607,island_effects,adjunct_island,Who should Stephanie praise after talking to the drivers?,Who should Stephanie praise the drivers after talking to?,2.0,1.5,0.5,True,0.7511069774627686
llama3.1:8b,mlm,608,island_effects,adjunct_island,What has Elizabeth arrived at after buying some river?,What has Elizabeth arrived at some river after buying?,-1.5,-1.5,0.0,False,0.7703049182891846
llama3.1:8b,mlm,609,island_effects,adjunct_island,Who has Bill appreciated while disturbing Richard?,Who has Bill appreciated Richard while disturbing?,-1.5,-1.5,0.0,False,0.7658708095550537
llama3.1:8b,mlm,610,island_effects,adjunct_island,What was Richard touring after stunning Harvard University?,What was Richard touring Harvard University after stunning?,1.5,-1.5,3.0,True,0.7671527862548828
llama3.1:8b,mlm,611,island_effects,adjunct_island,Who had many people healed while working with April?,Who had many people healed April while working with?,1.5,-1.5,3.0,True,0.7719290256500244
llama3.1:8b,mlm,612,island_effects,adjunct_island,Who has Lori hugged without visiting Keith?,Who has Lori hugged Keith without visiting?,1.5,0.5,1.0,True,0.7667222023010254
llama3.1:8b,mlm,613,island_effects,adjunct_island,What did that student descend after revealing these ladders?,What did that student descend these ladders after revealing?,-1.5,1.5,-3.0,False,0.7510809898376465
llama3.1:8b,mlm,614,island_effects,adjunct_island,Who should this doctor respect after worrying Lissa?,Who should this doctor respect Lissa after worrying?,0.5,-1.5,2.0,True,0.7685408592224121
llama3.1:8b,mlm,615,island_effects,adjunct_island,Who has the waitress listened to before appreciating Edward?,Who has the waitress listened to Edward before appreciating?,-1.5,-1.5,0.0,False,0.7711050510406494
llama3.1:8b,mlm,616,island_effects,adjunct_island,Who did Pamela escape from while working with Claire?,Who did Pamela escape from Claire while working with?,1.5,-1.5,3.0,True,0.7698113918304443
llama3.1:8b,mlm,617,island_effects,adjunct_island,Who has Kathleen fled from after observing Phillip?,Who has Kathleen fled from Phillip after observing?,0.5,-1.5,2.0,True,0.7656691074371338
llama3.1:8b,mlm,618,island_effects,adjunct_island,Who had the teenagers talked about before concealing Rodney?,Who had the teenagers talked about Rodney before concealing?,-1.5,-1.5,0.0,False,0.7666501998901367
llama3.1:8b,mlm,619,island_effects,adjunct_island,Who is Gerald attacking without arguing about Wendy?,Who is Gerald attacking Wendy without arguing about?,1.5,-1.5,3.0,True,0.783289909362793
llama3.1:8b,mlm,620,island_effects,adjunct_island,What has Regina boycotted before finding every glacier?,What has Regina boycotted every glacier before finding?,-1.5,-1.5,0.0,False,0.8084070682525635
llama3.1:8b,mlm,621,island_effects,adjunct_island,Who has Douglas disgusted after aggravating Wayne?,Who has Douglas disgusted Wayne after aggravating?,-1.5,-1.5,0.0,False,0.8111231327056885
llama3.1:8b,mlm,622,island_effects,adjunct_island,Who had most pedestrians revealed without visiting a boy?,Who had most pedestrians revealed a boy without visiting?,-1.5,-1.5,0.0,False,0.813586950302124
llama3.1:8b,mlm,623,island_effects,adjunct_island,Who are a lot of museums hiring before disgusting Ann?,Who are a lot of museums hiring Ann before disgusting?,-1.5,-1.5,0.0,False,0.784121036529541
llama3.1:8b,mlm,624,island_effects,adjunct_island,Who has Beverly cared for without attacking Steven?,Who has Beverly cared for Steven without attacking?,1.5,0.5,1.0,True,0.7746188640594482
llama3.1:8b,mlm,625,island_effects,adjunct_island,Who is Sonia hugging after visiting Noah?,Who is Sonia hugging Noah after visiting?,1.5,1.5,0.0,False,0.7672371864318848
llama3.1:8b,mlm,626,island_effects,adjunct_island,Who could Bethany describe after approaching Jerry?,Who could Bethany describe Jerry after approaching?,1.5,1.5,0.0,False,0.7703840732574463
llama3.1:8b,mlm,627,island_effects,adjunct_island,Who could some essay worry while impressing Lori?,Who could some essay worry Lori while impressing?,-1.5,-1.5,0.0,False,0.7674880027770996
llama3.1:8b,mlm,628,island_effects,adjunct_island,Who has Carol fired while appreciating Steven?,Who has Carol fired Steven while appreciating?,1.5,-1.5,3.0,True,0.7922348976135254
llama3.1:8b,mlm,629,island_effects,adjunct_island,Who can Sherry flee from while kissing Rose?,Who can Sherry flee from Rose while kissing?,1.5,1.5,0.0,False,0.7664608955383301
llama3.1:8b,mlm,630,island_effects,adjunct_island,What are a lot of sketches looking like while looking like reports?,What are a lot of sketches looking like reports while looking like?,-1.5,-1.5,0.0,False,0.7707881927490234
llama3.1:8b,mlm,631,island_effects,adjunct_island,Who has Cheryl forgotten while questioning Timothy?,Who has Cheryl forgotten Timothy while questioning?,2.0,1.5,0.5,True,0.7639420032501221
llama3.1:8b,mlm,632,island_effects,adjunct_island,What is Donna wearing before taking the shirts?,What is Donna wearing the shirts before taking?,0.5,-1.5,2.0,True,0.7812840938568115
llama3.1:8b,mlm,633,island_effects,adjunct_island,What has Irene cleaned without fleeing from the movie theater?,What has Irene cleaned the movie theater without fleeing from?,1.5,-1.5,3.0,True,0.748931884765625
llama3.1:8b,mlm,634,island_effects,adjunct_island,What is every waitress cleaning while cleaning that restaurant?,What is every waitress cleaning that restaurant while cleaning?,0.5,-1.5,2.0,True,0.7676060199737549
llama3.1:8b,mlm,635,island_effects,adjunct_island,What had Florence ascended after climbing down the steps?,What had Florence ascended the steps after climbing down?,1.5,0.5,1.0,True,0.7500429153442383
llama3.1:8b,mlm,636,island_effects,adjunct_island,What had Tracy boycotted without skated around most cafes?,What had Tracy boycotted most cafes without skated around?,-1.5,-1.5,0.0,False,0.7564060688018799
llama3.1:8b,mlm,637,island_effects,adjunct_island,Who does a child hide without complaining about Dawn?,Who does a child hide Dawn without complaining about?,-1.5,-1.5,0.0,False,0.7706999778747559
llama3.1:8b,mlm,638,island_effects,adjunct_island,Who has Tiffany forgotten after criticizing that guy?,Who has Tiffany forgotten that guy after criticizing?,1.5,0.5,1.0,True,0.7667360305786133
llama3.1:8b,mlm,639,island_effects,adjunct_island,What had Veronica examined after arguing about all essays?,What had Veronica examined all essays after arguing about?,1.5,0.5,1.0,True,0.7556850910186768
llama3.1:8b,mlm,640,island_effects,adjunct_island,Who is Denise noticing without appreciating Suzanne?,Who is Denise noticing Suzanne without appreciating?,-1.5,0.5,-2.0,False,0.7709622383117676
llama3.1:8b,mlm,641,island_effects,adjunct_island,What had that fish looked like after looking like those drawings?,What had that fish looked like those drawings after looking like?,-1.5,-1.5,0.0,False,0.7792689800262451
llama3.1:8b,mlm,642,island_effects,adjunct_island,Who had Ella fled from while attacking Kirsten?,Who had Ella fled from Kirsten while attacking?,0.5,-1.5,2.0,True,0.7878692150115967
llama3.1:8b,mlm,643,island_effects,adjunct_island,What might some drivers buy before healing a lot of snakes?,What might some drivers buy a lot of snakes before healing?,-1.5,-1.5,0.0,False,0.753108024597168
llama3.1:8b,mlm,644,island_effects,adjunct_island,What is Chad ascending while admiring the steps?,What is Chad ascending the steps while admiring?,1.5,0.5,1.0,True,0.757673978805542
llama3.1:8b,mlm,645,island_effects,adjunct_island,What had Caroline examined while concealing the documentaries?,What had Caroline examined the documentaries while concealing?,1.5,-1.5,3.0,True,0.7538590431213379
llama3.1:8b,mlm,646,island_effects,adjunct_island,What have a lot of drivers brought before admiring the dogs?,What have a lot of drivers brought the dogs before admiring?,-1.5,-1.5,0.0,False,0.7562849521636963
llama3.1:8b,mlm,647,island_effects,adjunct_island,What was Kayla taking after admiring the dress?,What was Kayla taking the dress after admiring?,2.0,1.5,0.5,True,0.8216562271118164
llama3.1:8b,mlm,648,island_effects,adjunct_island,Who could Allison shock while embarrassing Florence?,Who could Allison shock Florence while embarrassing?,1.5,0.5,1.0,True,0.7917730808258057
llama3.1:8b,mlm,649,island_effects,adjunct_island,Who had Mitchell shocked before revealing Ruth?,Who had Mitchell shocked Ruth before revealing?,0.5,0.5,0.0,False,0.8533339500427246
llama3.1:8b,mlm,650,island_effects,adjunct_island,Who can Heather talk about while watching Lissa?,Who can Heather talk about Lissa while watching?,1.5,1.5,0.0,False,0.861992359161377
llama3.1:8b,mlm,651,island_effects,adjunct_island,What was Stacy dropping by while lifting many movie theaters?,What was Stacy dropping by many movie theaters while lifting?,-1.5,-1.5,0.0,False,0.8251128196716309
llama3.1:8b,mlm,652,island_effects,adjunct_island,Who will Raymond kiss after firing Craig?,Who will Raymond kiss Craig after firing?,2.0,1.5,0.5,True,0.8133499622344971
llama3.1:8b,mlm,653,island_effects,adjunct_island,Who have a lot of men attacked before referencing Patricia?,Who have a lot of men attacked Patricia before referencing?,-1.5,-1.5,0.0,False,0.8242130279541016
llama3.1:8b,mlm,654,island_effects,adjunct_island,Who should Helen see before attacking Erin?,Who should Helen see Erin before attacking?,2.0,1.5,0.5,True,0.7992949485778809
llama3.1:8b,mlm,655,island_effects,adjunct_island,Who is Stephanie curing before observing Elaine?,Who is Stephanie curing Elaine before observing?,-1.5,-1.5,0.0,False,0.8417589664459229
llama3.1:8b,mlm,656,island_effects,adjunct_island,Who was Valerie boring while boring Victoria?,Who was Valerie boring Victoria while boring?,-1.5,-1.5,0.0,False,0.792435884475708
llama3.1:8b,mlm,657,island_effects,adjunct_island,Who has Teresa referenced while insulting all dancers?,Who has Teresa referenced all dancers while insulting?,1.5,-1.5,3.0,True,0.8661160469055176
llama3.1:8b,mlm,658,island_effects,adjunct_island,What had Lissa skated around while scaring the hospitals?,What had Lissa skated around the hospitals while scaring?,-1.5,-1.5,0.0,False,0.8110690116882324
llama3.1:8b,mlm,659,island_effects,adjunct_island,What did some dancer remember before insulting most plays?,What did some dancer remember most plays before insulting?,-1.5,-1.5,0.0,False,0.8234601020812988
llama3.1:8b,mlm,660,island_effects,adjunct_island,What had Andrew described while exploring that restaurant?,What had Andrew described that restaurant while exploring?,1.5,0.5,1.0,True,0.7999069690704346
llama3.1:8b,mlm,661,island_effects,adjunct_island,Who is Eric curing while approaching Larry?,Who is Eric curing Larry while approaching?,1.5,0.5,1.0,True,0.8174688816070557
llama3.1:8b,mlm,662,island_effects,adjunct_island,Who does Larry conceal after curing Kendra?,Who does Larry conceal Kendra after curing?,1.5,-1.5,3.0,True,0.8077390193939209
llama3.1:8b,mlm,663,island_effects,adjunct_island,Who is Tracy revealing after bothering Angela?,Who is Tracy revealing Angela after bothering?,1.5,-1.5,3.0,True,0.849851131439209
llama3.1:8b,mlm,664,island_effects,adjunct_island,What had a lot of doctors messed up while arriving at schools?,What had a lot of doctors messed up schools while arriving at?,-1.5,-1.5,0.0,False,0.7911741733551025
llama3.1:8b,mlm,665,island_effects,adjunct_island,Who can Tiffany return to while talking to Martha?,Who can Tiffany return to Martha while talking to?,1.5,-1.5,3.0,True,0.7856733798980713
llama3.1:8b,mlm,666,island_effects,adjunct_island,What had Tamara gone to before lifting most malls?,What had Tamara gone to most malls before lifting?,-1.5,-1.5,0.0,False,0.8766829967498779
llama3.1:8b,mlm,667,island_effects,adjunct_island,Who was George admiring after leaving Noah?,Who was George admiring Noah after leaving?,1.5,0.5,1.0,True,0.7831430435180664
llama3.1:8b,mlm,668,island_effects,adjunct_island,Who might Jesus work with before discovering Robert?,Who might Jesus work with Robert before discovering?,0.5,-1.5,2.0,True,0.7798912525177002
llama3.1:8b,mlm,669,island_effects,adjunct_island,Who was Patricia kissing while concealing Edward?,Who was Patricia kissing Edward while concealing?,2.0,1.5,0.5,True,0.9098291397094727
llama3.1:8b,mlm,670,island_effects,adjunct_island,Who has Jessica boasted about while approaching Lucille?,Who has Jessica boasted about Lucille while approaching?,1.5,0.5,1.0,True,0.8253087997436523
llama3.1:8b,mlm,671,island_effects,adjunct_island,Who is Sonia concealing before annoying Katherine?,Who is Sonia concealing Katherine before annoying?,-1.5,-1.5,0.0,False,0.8231029510498047
llama3.1:8b,mlm,672,island_effects,adjunct_island,What will Alan bring before discussing the river?,What will Alan bring the river before discussing?,1.5,-1.5,3.0,True,0.8180067539215088
llama3.1:8b,mlm,673,island_effects,adjunct_island,Who does Tina reveal while noticing the boys?,Who does Tina reveal the boys while noticing?,1.5,-1.5,3.0,True,0.7787082195281982
llama3.1:8b,mlm,674,island_effects,adjunct_island,Who had some people concealed after observing Caroline?,Who had some people concealed Caroline after observing?,0.5,-1.5,2.0,True,0.7705936431884766
llama3.1:8b,mlm,675,island_effects,adjunct_island,What did Anne break before taking unicycles?,What did Anne break unicycles before taking?,1.5,0.5,1.0,True,0.7563169002532959
llama3.1:8b,mlm,676,island_effects,adjunct_island,Who might Karla dislike while noticing Jeffrey?,Who might Karla dislike Jeffrey while noticing?,1.5,0.5,1.0,True,0.7915358543395996
llama3.1:8b,mlm,677,island_effects,adjunct_island,Who is Tanya impressing while hugging Brett?,Who is Tanya impressing Brett while hugging?,2.0,1.5,0.5,True,0.7802162170410156
llama3.1:8b,mlm,678,island_effects,adjunct_island,What could Omar go to while finding this glacier?,What could Omar go to this glacier while finding?,1.5,-1.5,3.0,True,0.7767589092254639
llama3.1:8b,mlm,679,island_effects,adjunct_island,Who had Kristin cared for after escaping from these children?,Who had Kristin cared for these children after escaping from?,-1.5,-1.5,0.0,False,0.7702367305755615
llama3.1:8b,mlm,680,island_effects,adjunct_island,Who had Theodore described without astounding Russell?,Who had Theodore described Russell without astounding?,0.5,-1.5,2.0,True,0.7754471302032471
llama3.1:8b,mlm,681,island_effects,adjunct_island,Who had Vanessa talked to before investigating these teenagers?,Who had Vanessa talked to these teenagers before investigating?,1.5,1.5,0.0,False,0.7844948768615723
llama3.1:8b,mlm,682,island_effects,adjunct_island,Who had Curtis listened to while disturbing Jessica?,Who had Curtis listened to Jessica while disturbing?,-1.5,-1.5,0.0,False,0.7841551303863525
llama3.1:8b,mlm,683,island_effects,adjunct_island,What had Ronald sold without discovering the rugs?,What had Ronald sold the rugs without discovering?,0.5,0.5,0.0,False,0.7758800983428955
llama3.1:8b,mlm,684,island_effects,adjunct_island,What is Samantha skated around without insulting that closet?,What is Samantha skated around that closet without insulting?,-1.5,-1.5,0.0,False,0.7800788879394531
llama3.1:8b,mlm,685,island_effects,adjunct_island,Who could these cars impress without disgusting Andrew?,Who could these cars impress Andrew without disgusting?,-1.5,-1.5,0.0,False,0.7783339023590088
llama3.1:8b,mlm,686,island_effects,adjunct_island,Who have the teachers investigated before revealing Guy?,Who have the teachers investigated Guy before revealing?,0.5,0.5,0.0,False,0.7812638282775879
llama3.1:8b,mlm,687,island_effects,adjunct_island,What had Frank messed up while distracting the museum?,What had Frank messed up the museum while distracting?,0.5,-1.5,2.0,True,0.7817590236663818
llama3.1:8b,mlm,688,island_effects,adjunct_island,What have most banks resembled before admiring that picture?,What have most banks resembled that picture before admiring?,-1.5,-1.5,0.0,False,0.7658059597015381
llama3.1:8b,mlm,689,island_effects,adjunct_island,Who had Pamela healed without approaching Sabrina?,Who had Pamela healed Sabrina without approaching?,1.5,0.5,1.0,True,0.7829630374908447
llama3.1:8b,mlm,690,island_effects,adjunct_island,Who had most boys escaped from without boring Bill?,Who had most boys escaped from Bill without boring?,-1.5,-1.5,0.0,False,0.7781069278717041
llama3.1:8b,mlm,691,island_effects,adjunct_island,Who has Kristin distracted while boasting about Winston Churchill?,Who has Kristin distracted Winston Churchill while boasting about?,1.5,-1.5,3.0,True,0.7642800807952881
llama3.1:8b,mlm,692,island_effects,adjunct_island,Who was Connie praising after stunning a lady?,Who was Connie praising a lady after stunning?,1.5,-1.5,3.0,True,0.7852020263671875
llama3.1:8b,mlm,693,island_effects,adjunct_island,Who had Linda criticized without irritating Christina?,Who had Linda criticized Christina without irritating?,1.5,0.5,1.0,True,0.7806437015533447
llama3.1:8b,mlm,694,island_effects,adjunct_island,Who could Sandra fire after listening to Gina?,Who could Sandra fire Gina after listening to?,1.5,-1.5,3.0,True,0.7856791019439697
llama3.1:8b,mlm,695,island_effects,adjunct_island,Who were these public parks scaring while upsetting most customers?,Who were these public parks scaring most customers while upsetting?,-1.5,-1.5,0.0,False,0.7879371643066406
llama3.1:8b,mlm,696,island_effects,adjunct_island,What is Sonia discovering before hiding photographs?,What is Sonia discovering photographs before hiding?,1.5,0.5,1.0,True,0.7844328880310059
llama3.1:8b,mlm,697,island_effects,adjunct_island,Who had a lot of students questioned before praising Connie?,Who had a lot of students questioned Connie before praising?,1.5,0.5,1.0,True,0.7888481616973877
llama3.1:8b,mlm,698,island_effects,adjunct_island,Who is Dennis healing after boasting about Lori?,Who is Dennis healing Lori after boasting about?,-1.5,-1.5,0.0,False,0.7852847576141357
llama3.1:8b,mlm,699,island_effects,adjunct_island,Who can Amy conceal without questioning many waitresses?,Who can Amy conceal many waitresses without questioning?,-1.5,-1.5,0.0,False,0.7674098014831543
llama3.1:8b,mlm,700,island_effects,adjunct_island,Who was Brett worrying without firing Peter?,Who was Brett worrying Peter without firing?,1.5,0.5,1.0,True,0.7887389659881592
llama3.1:8b,mlm,701,island_effects,adjunct_island,What has Eric forgotten while praising every movie?,What has Eric forgotten every movie while praising?,1.5,-1.5,3.0,True,0.784865140914917
llama3.1:8b,mlm,702,island_effects,adjunct_island,What does Lissa heal before taking all turtles?,What does Lissa heal all turtles before taking?,-1.5,0.5,-2.0,False,0.7894668579101562
llama3.1:8b,mlm,703,island_effects,adjunct_island,Who did Patricia praise without hurting the Borgias?,Who did Patricia praise the Borgias without hurting?,2.0,1.5,0.5,True,0.7722122669219971
llama3.1:8b,mlm,704,island_effects,adjunct_island,What will Sara exit before running around every school?,What will Sara exit every school before running around?,-1.5,-1.5,0.0,False,0.769428014755249
llama3.1:8b,mlm,705,island_effects,adjunct_island,Who has every fork annoyed while bothering Anne?,Who has every fork annoyed Anne while bothering?,-1.5,-1.5,0.0,False,0.7913370132446289
llama3.1:8b,mlm,706,island_effects,adjunct_island,Who has Harvard University criticized before listening to the adults?,Who has Harvard University criticized the adults before listening to?,-1.5,-1.5,0.0,False,0.7700140476226807
llama3.1:8b,mlm,707,island_effects,adjunct_island,Who had Caroline bothered without complaining about Jerry?,Who had Caroline bothered Jerry without complaining about?,1.5,-1.5,3.0,True,0.7920598983764648
llama3.1:8b,mlm,708,island_effects,adjunct_island,Who will a lot of associations work with without insulting Suzanne?,Who will a lot of associations work with Suzanne without insulting?,-1.5,-1.5,0.0,False,0.7977979183197021
llama3.1:8b,mlm,709,island_effects,adjunct_island,Who had Margaret investigated before describing Julia?,Who had Margaret investigated Julia before describing?,1.5,0.5,1.0,True,0.791795015335083
llama3.1:8b,mlm,710,island_effects,adjunct_island,What is Patrick selling without selling this vase?,What is Patrick selling this vase without selling?,0.5,-1.5,2.0,True,0.7892661094665527
llama3.1:8b,mlm,711,island_effects,adjunct_island,Who had Rebecca shocked while arguing about Lori?,Who had Rebecca shocked Lori while arguing about?,0.5,-1.5,2.0,True,0.791435718536377
llama3.1:8b,mlm,712,island_effects,adjunct_island,What has Janet biked to after fleeing from a library?,What has Janet biked to a library after fleeing from?,0.5,-1.5,2.0,True,0.7731082439422607
llama3.1:8b,mlm,713,island_effects,adjunct_island,Who are those guys kissing before bothering Candice?,Who are those guys kissing Candice before bothering?,1.5,1.5,0.0,False,0.7954471111297607
llama3.1:8b,mlm,714,island_effects,adjunct_island,What was Brad examining while concealing stories?,What was Brad examining stories while concealing?,1.5,-1.5,3.0,True,0.7918610572814941
llama3.1:8b,mlm,715,island_effects,adjunct_island,Who is Patrick boasting about without complaining about Angela?,Who is Patrick boasting about Angela without complaining about?,1.5,-1.5,3.0,True,0.8043920993804932
llama3.1:8b,mlm,716,island_effects,adjunct_island,What has Bethany sold without messing up glasses?,What has Bethany sold glasses without messing up?,-1.5,-1.5,0.0,False,0.8071222305297852
llama3.1:8b,mlm,717,island_effects,adjunct_island,Who had Jeffrey criticized after concealing Angela?,Who had Jeffrey criticized Angela after concealing?,1.5,1.5,0.0,False,0.7997210025787354
llama3.1:8b,mlm,718,island_effects,adjunct_island,Who had Natalie discussed before attacking Kenneth?,Who had Natalie discussed Kenneth before attacking?,1.5,1.5,0.0,False,0.7936418056488037
llama3.1:8b,mlm,719,island_effects,adjunct_island,Who is Claire firing without boasting about Irene?,Who is Claire firing Irene without boasting about?,1.5,-1.5,3.0,True,0.81638503074646
llama3.1:8b,mlm,720,island_effects,adjunct_island,Who has Tracy left before praising Lori?,Who has Tracy left Lori before praising?,0.5,-1.5,2.0,True,21.959513187408447
llama3.1:8b,mlm,721,island_effects,adjunct_island,Who would this man discover without describing a lot of waiters?,Who would this man discover a lot of waiters without describing?,-1.5,-1.5,0.0,False,1.3850140571594238
llama3.1:8b,mlm,722,island_effects,adjunct_island,Who has Laurie hired without distracting Sherry?,Who has Laurie hired Sherry without distracting?,1.5,-1.5,3.0,True,15.417780876159668
llama3.1:8b,mlm,723,island_effects,adjunct_island,Who was James watching before disturbing some waiter?,Who was James watching some waiter before disturbing?,1.5,-1.5,3.0,True,1.304318904876709
llama3.1:8b,mlm,724,island_effects,adjunct_island,What can Jennifer like without bringing some books?,What can Jennifer like some books without bringing?,0.5,-1.5,2.0,True,1.15981125831604
llama3.1:8b,mlm,725,island_effects,adjunct_island,What should Theodore explore while scaring some museums?,What should Theodore explore some museums while scaring?,-1.5,-1.5,0.0,False,0.904973030090332
llama3.1:8b,mlm,726,island_effects,adjunct_island,What was Kristin dropping by while revealing libraries?,What was Kristin dropping by libraries while revealing?,-1.5,-1.5,0.0,False,1.407238245010376
llama3.1:8b,mlm,727,island_effects,adjunct_island,What had Cindy driven to after skated around every river?,What had Cindy driven to every river after skated around?,-1.5,-1.5,0.0,False,0.9312639236450195
llama3.1:8b,mlm,728,island_effects,adjunct_island,Who would Phillip fire without referencing Patricia?,Who would Phillip fire Patricia without referencing?,1.5,-1.5,3.0,True,0.8432230949401855
llama3.1:8b,mlm,729,island_effects,adjunct_island,Who has Sara questioned before revealing the adult?,Who has Sara questioned the adult before revealing?,0.5,0.5,0.0,False,0.8734617233276367
llama3.1:8b,mlm,730,island_effects,adjunct_island,What was Emily buying after lifting this sock?,What was Emily buying this sock after lifting?,1.5,0.5,1.0,True,1.00095796585083
llama3.1:8b,mlm,731,island_effects,adjunct_island,Who could rugs bother after shocking Natalie?,Who could rugs bother Natalie after shocking?,-1.5,-1.5,0.0,False,0.7815511226654053
llama3.1:8b,mlm,732,island_effects,adjunct_island,Who might Gregory respect without criticizing Travis?,Who might Gregory respect Travis without criticizing?,2.0,1.5,0.5,True,0.7794709205627441
llama3.1:8b,mlm,733,island_effects,adjunct_island,Who might every guy like before attacking Pamela?,Who might every guy like Pamela before attacking?,-1.5,-1.5,0.0,False,0.7857608795166016
llama3.1:8b,mlm,734,island_effects,adjunct_island,Who is Diana healing before complaining about Connie?,Who is Diana healing Connie before complaining about?,1.5,-1.5,3.0,True,0.7931818962097168
llama3.1:8b,mlm,735,island_effects,adjunct_island,Who was every rug boring before confusing Rachel?,Who was every rug boring Rachel before confusing?,-1.5,-1.5,0.0,False,0.7704548835754395
llama3.1:8b,mlm,736,island_effects,adjunct_island,Who is Clyde insulting while stunning Elaine?,Who is Clyde insulting Elaine while stunning?,2.0,-1.5,3.5,True,0.7727749347686768
llama3.1:8b,mlm,737,island_effects,adjunct_island,Who were some pedestrians fleeing from before curing Sally?,Who were some pedestrians fleeing from Sally before curing?,-1.5,-1.5,0.0,False,0.7714779376983643
llama3.1:8b,mlm,738,island_effects,adjunct_island,What will Eva dislike while skated around a lot of libraries?,What will Eva dislike a lot of libraries while skated around?,-1.5,-1.5,0.0,False,0.8206350803375244
llama3.1:8b,mlm,739,island_effects,adjunct_island,What would Andrew explore before thinking about some restaurant?,What would Andrew explore some restaurant before thinking about?,0.5,-1.5,2.0,True,0.7535779476165771
llama3.1:8b,mlm,740,island_effects,adjunct_island,Who had Denise sounded like after referencing most girls?,Who had Denise sounded like most girls after referencing?,-1.5,-1.5,0.0,False,0.7775571346282959
llama3.1:8b,mlm,741,island_effects,adjunct_island,What has Meredith ascended while climbing up a lot of stairs?,What has Meredith ascended a lot of stairs while climbing up?,1.5,0.5,1.0,True,0.7661867141723633
llama3.1:8b,mlm,742,island_effects,adjunct_island,Who can all movies bother without shocking Regina?,Who can all movies bother Regina without shocking?,-1.5,-1.5,0.0,False,0.7700397968292236
llama3.1:8b,mlm,743,island_effects,adjunct_island,Who was Tiffany praising without worrying Samuel?,Who was Tiffany praising Samuel without worrying?,1.5,0.5,1.0,True,0.7674081325531006
llama3.1:8b,mlm,744,island_effects,adjunct_island,Who had this company referenced before embarrassing Angela?,Who had this company referenced Angela before embarrassing?,-1.5,-1.5,0.0,False,0.7934598922729492
llama3.1:8b,mlm,745,island_effects,adjunct_island,Who have the associations stunned while embarrassing Bill?,Who have the associations stunned Bill while embarrassing?,-1.5,-1.5,0.0,False,1.2288854122161865
llama3.1:8b,mlm,746,island_effects,adjunct_island,Who is Florence attacking while distracting Laura?,Who is Florence attacking Laura while distracting?,2.0,0.5,1.5,True,0.8306870460510254
llama3.1:8b,mlm,747,island_effects,adjunct_island,What have those guests gone to without touring some movie theaters?,What have those guests gone to some movie theaters without touring?,-1.5,-1.5,0.0,False,0.7671520709991455
llama3.1:8b,mlm,748,island_effects,adjunct_island,What will Martin buy after lifting that spinach?,What will Martin buy that spinach after lifting?,1.5,-1.5,3.0,True,0.7958059310913086
llama3.1:8b,mlm,749,island_effects,adjunct_island,Who will Gerald help without alarming Allison?,Who will Gerald help Allison without alarming?,2.0,1.5,0.5,True,0.9038121700286865
llama3.1:8b,mlm,750,island_effects,adjunct_island,Who was this screen aggravating before aggravating Leslie?,Who was this screen aggravating Leslie before aggravating?,-1.5,-1.5,0.0,False,0.8390967845916748
llama3.1:8b,mlm,751,island_effects,adjunct_island,What had Ruth walked through without cleaning many college campuses?,What had Ruth walked through many college campuses without cleaning?,-1.5,-1.5,0.0,False,0.7648911476135254
llama3.1:8b,mlm,752,island_effects,adjunct_island,What has Grace skated around after criticizing that glacier?,What has Grace skated around that glacier after criticizing?,-1.5,-1.5,0.0,False,0.8359270095825195
