model,model_type,pair_id,category,phenomenon,good_sentence,bad_sentence,good_score,bad_score,score_difference,correct
bert-base-uncased,mlm,122,island_effects,adjunct_island,What has Judy visited while selling some glacier?,What has Judy visited some glacier while selling?,-67.68499064445496,-75.21897029876709,7.533979654312134,True
bert-base-uncased,mlm,123,island_effects,adjunct_island,Who can this cart worry after upsetting waiters?,Who can this cart worry waiters after upsetting?,-78.61264419555664,-84.60704112052917,5.994396924972534,True
bert-base-uncased,mlm,124,island_effects,adjunct_island,What had Nicole driven to while selling hills?,What had Nicole driven to hills while selling?,-62.90747308731079,-58.85678732395172,-4.05068576335907,False
bert-base-uncased,mlm,125,island_effects,adjunct_island,Who had Lisa talked to without complaining about every guest?,Who had Lisa talked to every guest without complaining about?,-67.1814746260643,-61.35765105485916,-5.823823571205139,False
bert-base-uncased,mlm,126,island_effects,adjunct_island,Who could Jacqueline hire without healing Marcus?,Who could Jacqueline hire Marcus without healing?,-57.92464101314545,-57.04721999168396,-0.8774210214614868,False
bert-base-uncased,mlm,127,island_effects,adjunct_island,Who has Ann alarmed while insulting Omar?,Who has Ann alarmed Omar while insulting?,-68.91407632827759,-73.44408702850342,4.53001070022583,True
bert-base-uncased,mlm,128,island_effects,adjunct_island,Who should Amanda distract while appreciating every patient?,Who should Amanda distract every patient while appreciating?,-73.50003207474947,-81.1204686164856,7.620436541736126,True
bert-base-uncased,mlm,129,island_effects,adjunct_island,Who had Regina irritated while hiding Deborah?,Who had Regina irritated Deborah while hiding?,-68.93259048461914,-71.0420618057251,2.109471321105957,True
bert-base-uncased,mlm,130,island_effects,adjunct_island,Who is the hat hurting while distracting Charles?,Who is the hat hurting Charles while distracting?,-56.47001749277115,-64.1164568066597,7.64643931388855,True
bert-base-uncased,mlm,131,island_effects,adjunct_island,Who had Brian discovered after stunning Eric?,Who had Brian discovered Eric after stunning?,-55.00266885757446,-59.465845584869385,4.463176727294922,True
bert-base-uncased,mlm,132,island_effects,adjunct_island,What has Kevin broken without breaking every carriage?,What has Kevin broken every carriage without breaking?,-61.89925932884216,-59.34057140350342,-2.558687925338745,False
bert-base-uncased,mlm,133,island_effects,adjunct_island,What was Connie descending without bringing ladders?,What was Connie descending ladders without bringing?,-66.4675430059433,-68.29934811592102,1.8318051099777222,True
bert-base-uncased,mlm,134,island_effects,adjunct_island,What does Brad descend without finding some hills?,What does Brad descend some hills without finding?,-61.144832611083984,-61.181753158569336,0.03692054748535156,True
bert-base-uncased,mlm,135,island_effects,adjunct_island,Who had Rachel concealed without disgusting Mark?,Who had Rachel concealed Mark without disgusting?,-67.42307758331299,-66.61850547790527,-0.8045721054077148,False
bert-base-uncased,mlm,136,island_effects,adjunct_island,What is Jessica driving to after noticing Spain?,What is Jessica driving to Spain after noticing?,-61.284512996673584,-57.62197005748749,-3.662542939186096,False
bert-base-uncased,mlm,137,island_effects,adjunct_island,Who has Margaret criticized while thinking about Lawrence?,Who has Margaret criticized Lawrence while thinking about?,-62.11620807647705,-66.77334666252136,4.6571385860443115,True
bert-base-uncased,mlm,138,island_effects,adjunct_island,Who had some face bothered while confusing Sarah?,Who had some face bothered Sarah while confusing?,-68.41250467300415,-71.55404567718506,3.141541004180908,True
bert-base-uncased,mlm,139,island_effects,adjunct_island,Who had Regina cured while talking about every dancer?,Who had Regina cured every dancer while talking about?,-68.81796431541443,-80.22271251678467,11.40474820137024,True
bert-base-uncased,mlm,140,island_effects,adjunct_island,What could Ellen climb up without climbing down stairs?,What could Ellen climb up stairs without climbing down?,-62.684452533721924,-63.90719556808472,1.222743034362793,True
bert-base-uncased,mlm,141,island_effects,adjunct_island,Who had Margaret talked to while insulting Carol?,Who had Margaret talked to Carol while insulting?,-64.4154804944992,-60.14830923080444,-4.267171263694763,False
bert-base-uncased,mlm,142,island_effects,adjunct_island,What has Kayla looked like while bringing a lot of photographs?,What has Kayla looked like a lot of photographs while bringing?,-74.66058872640133,-71.27135311067104,-3.3892356157302856,False
bert-base-uncased,mlm,143,island_effects,adjunct_island,Who was Kendra scaring after insulting Tammy?,Who was Kendra scaring Tammy after insulting?,-65.63838350772858,-71.53831225633621,5.8999287486076355,True
bert-base-uncased,mlm,144,island_effects,adjunct_island,Who will Lissa sound like before irritating Sonia?,Who will Lissa sound like Sonia before irritating?,-65.33353769779205,-63.93374824523926,-1.3997894525527954,False
bert-base-uncased,mlm,145,island_effects,adjunct_island,Who had Pamela bored after discovering Homer?,Who had Pamela bored Homer after discovering?,-63.43090343475342,-70.19168376922607,6.760780334472656,True
bert-base-uncased,mlm,146,island_effects,adjunct_island,What was Scott dropping by before running around a hill?,What was Scott dropping by a hill before running around?,-53.678682431578636,-53.8956672847271,0.2169848531484604,True
bert-base-uncased,mlm,147,island_effects,adjunct_island,Who can Becky love before upsetting those adults?,Who can Becky love those adults before upsetting?,-70.25119018554688,-73.08814525604248,2.8369550704956055,True
bert-base-uncased,mlm,148,island_effects,adjunct_island,What is Sara wearing without buying those blouses?,What is Sara wearing those blouses without buying?,-60.59894919395447,-62.84493947401643,2.24599028006196,True
bert-base-uncased,mlm,149,island_effects,adjunct_island,Who will guys describe before scaring Elizabeth?,Who will guys describe Elizabeth before scaring?,-68.25094842910767,-70.35187673568726,2.10092830657959,True
bert-base-uncased,mlm,150,island_effects,adjunct_island,Who was Carrie annoying after discovering Florence?,Who was Carrie annoying Florence after discovering?,-61.020944356918335,-67.19660091400146,6.17565655708313,True
bert-base-uncased,mlm,151,island_effects,adjunct_island,What will Adam tour without criticizing this college campus?,What will Adam tour this college campus without criticizing?,-74.77176356315613,-62.90962028503418,-11.862143278121948,False
bert-base-uncased,mlm,152,island_effects,adjunct_island,Who did Steve observe while irritating Ella?,Who did Steve observe Ella while irritating?,-54.71950829029083,-59.63917279243469,4.91966450214386,True
bert-base-uncased,mlm,153,island_effects,adjunct_island,What were the Clintons climbing up after noticing most hills?,What were the Clintons climbing up most hills after noticing?,-63.632818162441254,-60.02951118350029,-3.6033069789409637,False
bert-base-uncased,mlm,154,island_effects,adjunct_island,What has James broken before cleaning those couches?,What has James broken those couches before cleaning?,-68.31014049053192,-62.56764888763428,-5.742491602897644,False
bert-base-uncased,mlm,155,island_effects,adjunct_island,Who can Bradley appreciate after concealing the Clintons?,Who can Bradley appreciate the Clintons after concealing?,-70.8303592801094,-72.57523225992918,1.7448729798197746,True
bert-base-uncased,mlm,156,island_effects,adjunct_island,Who has the cashier fired without disturbing Bruce?,Who has the cashier fired Bruce without disturbing?,-64.92873005568981,-72.0969884544611,7.168258398771286,True
bert-base-uncased,mlm,157,island_effects,adjunct_island,What has Heather skated around after going to that mountain?,What has Heather skated around that mountain after going to?,-57.98361483961344,-71.15379887074232,13.170184031128883,True
bert-base-uncased,mlm,158,island_effects,adjunct_island,Who have these turtles astounded without impressing Naomi?,Who have these turtles astounded Naomi without impressing?,-80.56361091136932,-83.91708254814148,3.3534716367721558,True
bert-base-uncased,mlm,159,island_effects,adjunct_island,Who was Keith working with after arguing about Heather?,Who was Keith working with Heather after arguing about?,-60.84280961751938,-60.7310848236084,-0.11172479391098022,False
bert-base-uncased,mlm,160,island_effects,adjunct_island,What was Gerald breaking after buying these carriages?,What was Gerald breaking these carriages after buying?,-64.04261040687561,-64.82625699043274,0.7836465835571289,True
bert-base-uncased,mlm,161,island_effects,adjunct_island,What had Jerry worn before selling some hats?,What had Jerry worn some hats before selling?,-60.06927502155304,-60.38340961933136,0.3141345977783203,True
bert-base-uncased,mlm,162,island_effects,adjunct_island,What will these girls drop by while exploring every grocery store?,What will these girls drop by every grocery store while exploring?,-48.20922181010246,-47.93653964996338,-0.27268216013908386,False
bert-base-uncased,mlm,163,island_effects,adjunct_island,What had Monet skated around while talking about some hill?,What had Monet skated around some hill while talking about?,-69.74878428503871,-75.44612039066851,5.697336105629802,True
bert-base-uncased,mlm,164,island_effects,adjunct_island,Who is Jacqueline finding after hugging Meredith?,Who is Jacqueline finding Meredith after hugging?,-61.21396195888519,-62.34178113937378,1.1278191804885864,True
bert-base-uncased,mlm,165,island_effects,adjunct_island,What should Dan bike to before returning to some closets?,What should Dan bike to some closets before returning to?,-74.97341871261597,-68.16617321968079,-6.807245492935181,False
bert-base-uncased,mlm,166,island_effects,adjunct_island,What can Pamela go to while biking to many grocery stores?,What can Pamela go to many grocery stores while biking to?,-74.47893238067627,-65.91735649108887,-8.561575889587402,False
bert-base-uncased,mlm,167,island_effects,adjunct_island,What has this girl sounded like after bringing these lakes?,What has this girl sounded like these lakes after bringing?,-67.46074736118317,-76.57979369163513,9.119046330451965,True
bert-base-uncased,mlm,168,island_effects,adjunct_island,What has Carlos broken while revealing most skateboards?,What has Carlos broken most skateboards while revealing?,-77.466064453125,-71.2150673866272,-6.250997066497803,False
bert-base-uncased,mlm,169,island_effects,adjunct_island,Who will Barbara bother before discovering Susan?,Who will Barbara bother Susan before discovering?,-54.96080303192139,-57.61666798591614,2.655864953994751,True
bert-base-uncased,mlm,170,island_effects,adjunct_island,Who had Monica hugged while helping many waitresses?,Who had Monica hugged many waitresses while helping?,-73.52626967430115,-70.18717188388109,-3.3390977904200554,False
bert-base-uncased,mlm,171,island_effects,adjunct_island,What had Cynthia messed up after taking some couch?,What had Cynthia messed up some couch after taking?,-58.09843908250332,-66.17263293266296,8.074193850159645,True
bert-base-uncased,mlm,172,island_effects,adjunct_island,What was Ellen messing up without embarrassing this library?,What was Ellen messing up this library without embarrassing?,-67.58067172765732,-65.88787207007408,-1.6927996575832367,False
bert-base-uncased,mlm,173,island_effects,adjunct_island,Who is every painting hurting while embarrassing Marcus?,Who is every painting hurting Marcus while embarrassing?,-65.72103440761566,-75.46700263023376,9.745968222618103,True
bert-base-uncased,mlm,174,island_effects,adjunct_island,Who is Jesus insulting without concealing Barbara?,Who is Jesus insulting Barbara without concealing?,-55.65680794417858,-54.94707661867142,-0.709731325507164,False
bert-base-uncased,mlm,175,island_effects,adjunct_island,What does Paul research while touring Harvard University?,What does Paul research Harvard University while touring?,-60.91436147689819,-59.51978778839111,-1.39457368850708,False
bert-base-uncased,mlm,176,island_effects,adjunct_island,What had many doctors sold before fixing some cups?,What had many doctors sold some cups before fixing?,-73.62379837036133,-71.52533841133118,-2.0984599590301514,False
bert-base-uncased,mlm,177,island_effects,adjunct_island,Who was Theodore scaring while watching Samuel?,Who was Theodore scaring Samuel while watching?,-62.945380210876465,-65.95690202713013,3.011521816253662,True
bert-base-uncased,mlm,178,island_effects,adjunct_island,What did Rodney clean without lifting these windows?,What did Rodney clean these windows without lifting?,-60.689918756484985,-56.62035632133484,-4.0695624351501465,False
bert-base-uncased,mlm,179,island_effects,adjunct_island,Who had Amanda fired after investigating Aaron?,Who had Amanda fired Aaron after investigating?,-58.014912843704224,-61.05653190612793,3.041619062423706,True
bert-base-uncased,mlm,180,island_effects,adjunct_island,What did Nina climb down before returning to every mountain?,What did Nina climb down every mountain before returning to?,-60.00695276260376,-55.60294008255005,-4.404012680053711,False
bert-base-uncased,mlm,181,island_effects,adjunct_island,Who had Timothy talked about without concealing these people?,Who had Timothy talked about these people without concealing?,-65.00202053785324,-63.7856228351593,-1.2163977026939392,False
bert-base-uncased,mlm,182,island_effects,adjunct_island,Who is that teacher boasting about while disgusting Teresa?,Who is that teacher boasting about Teresa while disgusting?,-79.45196390151978,-76.47346842288971,-2.978495478630066,False
bert-base-uncased,mlm,183,island_effects,adjunct_island,Who is Mitchell healing before bothering Judy?,Who is Mitchell healing Judy before bothering?,-56.582717046141624,-60.854575634002686,4.271858587861061,True
bert-base-uncased,mlm,184,island_effects,adjunct_island,Who had an association bored after praising a lot of doctors?,Who had an association bored a lot of doctors after praising?,-70.50093111395836,-74.85004943609238,4.349118322134018,True
bert-base-uncased,mlm,185,island_effects,adjunct_island,What had Tiffany looked like before concealing those drawings?,What had Tiffany looked like those drawings before concealing?,-69.97224979102612,-65.59034663438797,-4.3819031566381454,False
bert-base-uncased,mlm,186,island_effects,adjunct_island,Who had Andrea appreciated before questioning Tina?,Who had Andrea appreciated Tina before questioning?,-68.14527153968811,-64.08934450149536,-4.055927038192749,False
bert-base-uncased,mlm,187,island_effects,adjunct_island,Who is the rug worrying while worrying Dawn?,Who is the rug worrying Dawn while worrying?,-58.98075467348099,-64.76684772968292,5.786093056201935,True
bert-base-uncased,mlm,188,island_effects,adjunct_island,What has Charles biked to before researching all malls?,What has Charles biked to all malls before researching?,-78.0341784954071,-70.37358450889587,-7.6605939865112305,False
bert-base-uncased,mlm,189,island_effects,adjunct_island,Who has Erin embarrassed without hurting Martha?,Who has Erin embarrassed Martha without hurting?,-65.68334102630615,-66.71348667144775,1.0301456451416016,True
bert-base-uncased,mlm,190,island_effects,adjunct_island,Who might Judy conceal before confusing Erin?,Who might Judy conceal Erin before confusing?,-67.498375415802,-67.02700519561768,-0.47137022018432617,False
bert-base-uncased,mlm,191,island_effects,adjunct_island,What has Noah toured after passing every high school?,What has Noah toured every high school after passing?,-70.8384153842926,-64.63718676567078,-6.201228618621826,False
bert-base-uncased,mlm,192,island_effects,adjunct_island,Who had Laura talked about before hurting Renee?,Who had Laura talked about Renee before hurting?,-59.82683062553406,-60.315693974494934,0.48886334896087646,True
bert-base-uncased,mlm,193,island_effects,adjunct_island,Who did Brenda discuss without shocking this teenager?,Who did Brenda discuss this teenager without shocking?,-62.33000844717026,-64.63363480567932,2.3036263585090637,True
bert-base-uncased,mlm,194,island_effects,adjunct_island,What was Bill researching while arguing about stories?,What was Bill researching stories while arguing about?,-58.30438709259033,-62.708199977874756,4.403812885284424,True
bert-base-uncased,mlm,195,island_effects,adjunct_island,Who is Karla hugging while concealing Angela?,Who is Karla hugging Angela while concealing?,-68.52189131081104,-71.66640377044678,3.1445124596357346,True
bert-base-uncased,mlm,196,island_effects,adjunct_island,Who can Jessica respect while hurting Frank?,Who can Jessica respect Frank while hurting?,-61.13878774642944,-61.27605605125427,0.1372683048248291,True
bert-base-uncased,mlm,197,island_effects,adjunct_island,What should Theresa sell while revealing a lot of cars?,What should Theresa sell a lot of cars while revealing?,-58.60818547010422,-60.09626200795174,1.488076537847519,True
bert-base-uncased,mlm,198,island_effects,adjunct_island,What will Stacy fix without fixing the bike?,What will Stacy fix the bike without fixing?,-57.22237777709961,-56.60555672645569,-0.6168210506439209,False
bert-base-uncased,mlm,199,island_effects,adjunct_island,Who were the boys approaching while concealing Curtis?,Who were the boys approaching Curtis while concealing?,-51.374988824129105,-55.47235769033432,4.0973688662052155,True
bert-base-uncased,mlm,200,island_effects,adjunct_island,What have women lifted before noticing all turtles?,What have women lifted all turtles before noticing?,-71.51750421524048,-67.76756405830383,-3.7499401569366455,False
bert-base-uncased,mlm,201,island_effects,adjunct_island,Who were those eggplants astounding before stunning Linda?,Who were those eggplants astounding Linda before stunning?,-86.54516124725342,-99.94355821609497,13.398396968841553,True
bert-base-uncased,mlm,202,island_effects,adjunct_island,Who was this essay disagreeing with without embarrassing Carlos?,Who was this essay disagreeing with Carlos without embarrassing?,-74.11789262294769,-73.11014026403427,-1.0077523589134216,False
bert-base-uncased,mlm,203,island_effects,adjunct_island,Who could Danielle find without upsetting Timothy?,Who could Danielle find Timothy without upsetting?,-62.615933895111084,-67.00134325027466,4.385409355163574,True
bert-base-uncased,mlm,204,island_effects,adjunct_island,Who could some gloves worry while disturbing John?,Who could some gloves worry John while disturbing?,-68.11829710006714,-72.84084129333496,4.722544193267822,True
bert-base-uncased,mlm,205,island_effects,adjunct_island,Who are most teachers approaching before visiting this senator?,Who are most teachers approaching this senator before visiting?,-66.96277618408203,-69.37769079208374,2.414914608001709,True
bert-base-uncased,mlm,206,island_effects,adjunct_island,Who would some actor reference while investigating Wayne?,Who would some actor reference Wayne while investigating?,-66.78839540481567,-65.61267566680908,-1.1757197380065918,False
bert-base-uncased,mlm,207,island_effects,adjunct_island,What had Claire climbed up before climbing down these steps?,What had Claire climbed up these steps before climbing down?,-61.26734733581543,-61.77644324302673,0.5090959072113037,True
bert-base-uncased,mlm,208,island_effects,adjunct_island,What was Candice exiting while boycotting a lot of cafes?,What was Candice exiting a lot of cafes while boycotting?,-64.74805372720584,-69.24821582250297,4.500162095297128,True
bert-base-uncased,mlm,209,island_effects,adjunct_island,Who does Benjamin disgust while worrying Diana?,Who does Benjamin disgust Diana while worrying?,-64.2940673828125,-66.55446982383728,2.2604024410247803,True
bert-base-uncased,mlm,210,island_effects,adjunct_island,What has Diane researched after disgusting those hospitals?,What has Diane researched those hospitals after disgusting?,-69.51317650079727,-71.16999292373657,1.6568164229393005,True
bert-base-uncased,mlm,211,island_effects,adjunct_island,What have a lot of drivers fixed after discovering most couches?,What have a lot of drivers fixed most couches after discovering?,-73.1947183907032,-69.12880782969296,-4.0659105610102415,False
bert-base-uncased,mlm,212,island_effects,adjunct_island,Who will Kevin like while fleeing from Larry?,Who will Kevin like Larry while fleeing from?,-56.97180950641632,-61.65667533874512,4.684865832328796,True
bert-base-uncased,mlm,213,island_effects,adjunct_island,What is Gerald biking to while alarming every hospital?,What is Gerald biking to every hospital while alarming?,-77.62951707839966,-73.5421392917633,-4.0873777866363525,False
bert-base-uncased,mlm,214,island_effects,adjunct_island,Who has the library praised while appreciating Andrew?,Who has the library praised Andrew while appreciating?,-79.22837364673615,-79.43041336536407,0.2020397186279297,True
bert-base-uncased,mlm,215,island_effects,adjunct_island,What should Stacey reveal while cleaning most boxes?,What should Stacey reveal most boxes while cleaning?,-63.60858392715454,-64.16457748413086,0.5559935569763184,True
bert-base-uncased,mlm,216,island_effects,adjunct_island,Who could some waiter observe while concealing the Impressionists?,Who could some waiter observe the Impressionists while concealing?,-73.05582645535469,-76.72189873456955,3.666072279214859,True
bert-base-uncased,mlm,217,island_effects,adjunct_island,Who would dancers respect after questioning Heidi?,Who would dancers respect Heidi after questioning?,-63.68026542663574,-58.834996461868286,-4.845268964767456,False
bert-base-uncased,mlm,218,island_effects,adjunct_island,Who can Danielle find without embarrassing Brian?,Who can Danielle find Brian without embarrassing?,-55.214057207107544,-57.798417806625366,2.5843605995178223,True
bert-base-uncased,mlm,219,island_effects,adjunct_island,Who could Colleen return to while distracting Rachel?,Who could Colleen return to Rachel while distracting?,-59.22677791118622,-61.84138497710228,2.6146070659160614,True
bert-base-uncased,mlm,220,island_effects,adjunct_island,What should many teachers tour before cleaning the river?,What should many teachers tour the river before cleaning?,-62.07628679275513,-60.69858764111996,-1.37769915163517,False
bert-base-uncased,mlm,221,island_effects,adjunct_island,Who would the Lutherans watch without annoying these actors?,Who would the Lutherans watch these actors without annoying?,-66.9648985862732,-70.46717643737793,3.5022778511047363,True
bert-base-uncased,mlm,222,island_effects,adjunct_island,Who had Travis found without talking about Ellen?,Who had Travis found Ellen without talking about?,-58.533911883831024,-55.67088794708252,-2.8630239367485046,False
bert-base-uncased,mlm,223,island_effects,adjunct_island,What has Melissa lifted after healing that bird?,What has Melissa lifted that bird after healing?,-65.16325426101685,-63.92951774597168,-1.233736515045166,False
bert-base-uncased,mlm,224,island_effects,adjunct_island,Who can a cashier insult after watching Rose?,Who can a cashier insult Rose after watching?,-71.75870490074158,-73.06865930557251,1.3099544048309326,True
bert-base-uncased,mlm,225,island_effects,adjunct_island,What had many people walked through while disturbing all hospitals?,What had many people walked through all hospitals while disturbing?,-63.27712941169739,-70.16336035728455,6.886230945587158,True
bert-base-uncased,mlm,226,island_effects,adjunct_island,Who could Erin approach while irritating Renee?,Who could Erin approach Renee while irritating?,-56.68424332141876,-60.44567108154297,3.7614277601242065,True
bert-base-uncased,mlm,227,island_effects,adjunct_island,Who should current events upset without irritating Cheryl?,Who should current events upset Cheryl without irritating?,-71.00663757324219,-71.68477153778076,0.6781339645385742,True
bert-base-uncased,mlm,228,island_effects,adjunct_island,Who is Renee observing while finding some driver?,Who is Renee observing some driver while finding?,-62.87101066112518,-70.96338534355164,8.092374682426453,True
bert-base-uncased,mlm,229,island_effects,adjunct_island,Who did Emily leave without curing Alan?,Who did Emily leave Alan without curing?,-51.99530744552612,-60.106414556503296,8.111107110977173,True
bert-base-uncased,mlm,230,island_effects,adjunct_island,Who is Brenda impressing before kissing this waiter?,Who is Brenda impressing this waiter before kissing?,-63.10990549623966,-68.05087792873383,4.9409724324941635,True
bert-base-uncased,mlm,231,island_effects,adjunct_island,What had Bethany cleaned while escaping from the art galleries?,What had Bethany cleaned the art galleries while escaping from?,-62.03310686349869,-68.04734981060028,6.014242947101593,True
bert-base-uncased,mlm,232,island_effects,adjunct_island,Who had that rice bored before annoying Samuel?,Who had that rice bored Samuel before annoying?,-71.20097160339355,-75.02358055114746,3.8226089477539062,True
bert-base-uncased,mlm,233,island_effects,adjunct_island,Who is Brian disgusting without admiring the Borgias?,Who is Brian disgusting the Borgias without admiring?,-70.75123369693756,-82.0173168182373,11.266083121299744,True
bert-base-uncased,mlm,234,island_effects,adjunct_island,What was Theodore wearing before thinking about all socks?,What was Theodore wearing all socks before thinking about?,-66.70453536510468,-63.73450708389282,-2.970028281211853,False
bert-base-uncased,mlm,235,island_effects,adjunct_island,What had the senator climbed up after exiting this hill?,What had the senator climbed up this hill after exiting?,-49.58735453337431,-47.10989573597908,-2.4774587973952293,False
bert-base-uncased,mlm,236,island_effects,adjunct_island,Who was Sheila hugging without attacking Heather?,Who was Sheila hugging Heather without attacking?,-56.94570302963257,-52.26839303970337,-4.677309989929199,False
bert-base-uncased,mlm,237,island_effects,adjunct_island,Who should that sketch confuse before astounding Kendra?,Who should that sketch confuse Kendra before astounding?,-88.1179633140564,-91.30685949325562,3.1888961791992188,True
bert-base-uncased,mlm,238,island_effects,adjunct_island,Who does Dennis criticize while aggravating Kristin?,Who does Dennis criticize Kristin while aggravating?,-79.37381225824356,-82.8724908605218,3.4986786022782326,True
bert-base-uncased,mlm,239,island_effects,adjunct_island,Who has Samantha talked to while hurting all girls?,Who has Samantha talked to all girls while hurting?,-66.55516505241394,-62.495875120162964,-4.059289932250977,False
bert-base-uncased,mlm,240,island_effects,adjunct_island,Who had Dawn observed after hiring the Borgias?,Who had Dawn observed the Borgias after hiring?,-70.93263936042786,-72.14330732822418,1.2106679677963257,True
bert-base-uncased,mlm,241,island_effects,adjunct_island,Who did Mitchell scare after arguing about Amanda?,Who did Mitchell scare Amanda after arguing about?,-59.41960707306862,-62.77891254425049,3.3593054711818695,True
bert-base-uncased,mlm,242,island_effects,adjunct_island,Who was this window astounding while scaring Jessica?,Who was this window astounding Jessica while scaring?,-77.7202537059784,-88.4231333732605,10.702879667282104,True
bert-base-uncased,mlm,243,island_effects,adjunct_island,What have the waitresses biked to without lifting this hospital?,What have the waitresses biked to this hospital without lifting?,-79.6848795413971,-68.3405454158783,-11.344334125518799,False
bert-base-uncased,mlm,244,island_effects,adjunct_island,What is Marie breaking while concealing convertibles?,What is Marie breaking convertibles while concealing?,-63.45552355051041,-65.143878698349,1.6883551478385925,True
bert-base-uncased,mlm,245,island_effects,adjunct_island,Who had Raymond questioned without boasting about Sara?,Who had Raymond questioned Sara without boasting about?,-64.62658886611462,-71.89859386533499,7.272004999220371,True
bert-base-uncased,mlm,246,island_effects,adjunct_island,Who does some lamp confuse before worrying Carlos?,Who does some lamp confuse Carlos before worrying?,-75.78374862670898,-72.22940969467163,-3.5543389320373535,False
bert-base-uncased,mlm,247,island_effects,adjunct_island,Who had Frank aggravated without appreciating Joel?,Who had Frank aggravated Joel without appreciating?,-75.06949406862259,-80.15550374984741,5.086009681224823,True
bert-base-uncased,mlm,248,island_effects,adjunct_island,What is Mitchell passing after describing some art galleries?,What is Mitchell passing some art galleries after describing?,-66.58075022697449,-70.7339277267456,4.153177499771118,True
bert-base-uncased,mlm,249,island_effects,adjunct_island,What had Derek dropped by without annoying Spain?,What had Derek dropped by Spain without annoying?,-56.004094302654266,-65.85746574401855,9.853371441364288,True
bert-base-uncased,mlm,250,island_effects,adjunct_island,Who is Amy criticizing before aggravating George?,Who is Amy criticizing George before aggravating?,-69.87537652254105,-71.42700284719467,1.5516263246536255,True
bert-base-uncased,mlm,251,island_effects,adjunct_island,Who could Marie think about before referencing James?,Who could Marie think about James before referencing?,-60.64052176475525,-58.827444076538086,-1.813077688217163,False
bert-base-uncased,mlm,252,island_effects,adjunct_island,Who will Rebecca watch while leaving Wendy?,Who will Rebecca watch Wendy while leaving?,-54.170722007751465,-57.148659467697144,2.9779374599456787,True
bert-base-uncased,mlm,253,island_effects,adjunct_island,What are these cashiers running around before talking about those grocery stores?,What are these cashiers running around those grocery stores before talking about?,-69.09149771928787,-75.49945855140686,6.407960832118988,True
bert-base-uncased,mlm,254,island_effects,adjunct_island,Who does every teenager argue about while scaring Timothy?,Who does every teenager argue about Timothy while scaring?,-76.90275430679321,-79.8886616230011,2.9859073162078857,True
bert-base-uncased,mlm,255,island_effects,adjunct_island,What had Jerry exited without exiting most libraries?,What had Jerry exited most libraries without exiting?,-62.97725534439087,-64.68764185905457,1.7103865146636963,True
bert-base-uncased,mlm,256,island_effects,adjunct_island,Who would Brenda respect before alarming Ellen?,Who would Brenda respect Ellen before alarming?,-68.83757662773132,-66.00686979293823,-2.830706834793091,False
bert-base-uncased,mlm,257,island_effects,adjunct_island,Who would Adam listen to without stunning Patrick?,Who would Adam listen to Patrick without stunning?,-66.96832180023193,-65.19034065306187,-1.7779811471700668,False
bert-base-uncased,mlm,258,island_effects,adjunct_island,Who have some hospitals talked to while distracting Jerry?,Who have some hospitals talked to Jerry while distracting?,-72.1360695362091,-69.52342784404755,-2.61264169216156,False
bert-base-uncased,mlm,259,island_effects,adjunct_island,Who might the children help after questioning Ronald?,Who might the children help Ronald after questioning?,-57.39480096101761,-58.444801330566406,1.0500003695487976,True
bert-base-uncased,mlm,260,island_effects,adjunct_island,Who did that cup worry before annoying every doctor?,Who did that cup worry every doctor before annoying?,-72.17599272727966,-73.4265866279602,1.250593900680542,True
bert-base-uncased,mlm,261,island_effects,adjunct_island,What might Nancy scan while boasting about those plays?,What might Nancy scan those plays while boasting about?,-78.82899105548859,-86.93905669730157,8.11006564181298,True
bert-base-uncased,mlm,262,island_effects,adjunct_island,Who could the museums dislike without aggravating Amelia?,Who could the museums dislike Amelia without aggravating?,-80.01306569576263,-82.01967626810074,2.0066105723381042,True
bert-base-uncased,mlm,263,island_effects,adjunct_island,Who would Andrea care for while discovering those guys?,Who would Andrea care for those guys while discovering?,-64.67105197906494,-61.12151747941971,-3.549534499645233,False
bert-base-uncased,mlm,264,island_effects,adjunct_island,What was that teacher embarrassing without disgusting every school?,What was that teacher embarrassing every school without disgusting?,-73.92944765090942,-69.20731496810913,-4.722132682800293,False
bert-base-uncased,mlm,265,island_effects,adjunct_island,Who had Colleen appreciated while distracting Janice?,Who had Colleen appreciated Janice while distracting?,-62.28137135505676,-68.70684242248535,6.425471067428589,True
bert-base-uncased,mlm,266,island_effects,adjunct_island,Who will some guy remember while disgusting Tonya?,Who will some guy remember Tonya while disgusting?,-71.4440495967865,-71.52117943763733,0.07712984085083008,True
bert-base-uncased,mlm,267,island_effects,adjunct_island,What could Cheryl reveal without cleaning a lot of muffins?,What could Cheryl reveal a lot of muffins without cleaning?,-71.7604519277811,-66.08124896511436,-5.67920296266675,False
bert-base-uncased,mlm,268,island_effects,adjunct_island,Who had many commentaries upset without aggravating Lori?,Who had many commentaries upset Lori without aggravating?,-86.85712957382202,-91.70841121673584,4.851281642913818,True
bert-base-uncased,mlm,269,island_effects,adjunct_island,What are some students breaking while fixing some carriage?,What are some students breaking some carriage while fixing?,-62.8014098405838,-63.072479009628296,0.27106916904449463,True
bert-base-uncased,mlm,270,island_effects,adjunct_island,What could Carl sound like after revealing all restaurants?,What could Carl sound like all restaurants after revealing?,-63.820892572402954,-71.41973853111267,7.598845958709717,True
